token,tag,AF_chatgpt,AF_published,AF_student,RF_chatgpt,RF_published,RF_student
charge,nn,0,5,0,0,0.7941424056161751,0
highlight,vbp,0,5,0,0,0.7941424056161751,0
refer,vbp,0,5,0,0,0.7941424056161751,0
deficiency,nn,0,5,0,0,0.7941424056161751,0
im,nnp,0,5,0,0,0.7941424056161751,0
recommendations,nns,0,5,0,0,0.7941424056161751,0
char,nn,0,5,0,0,0.7941424056161751,0
kinetic,jj,0,5,0,0,0.7941424056161751,0
tuberculosis,nn,0,5,0,0,0.7941424056161751,0
mtb,nnp,0,5,0,0,0.7941424056161751,0
pool,nn,0,5,0,0,0.7941424056161751,0
homologous,jj,0,5,0,0,0.7941424056161751,0
yan,nnp,0,5,0,0,0.7941424056161751,0
broadly,rb,0,5,0,0,0.7941424056161751,0
angular,jj,0,5,0,0,0.7941424056161751,0
alterations,nns,0,5,0,0,0.7941424056161751,0
identified,vbd,0,5,0,0,0.7941424056161751,0
firstly,rb,0,5,0,0,0.7941424056161751,0
car,nn,0,5,0,0,0.7941424056161751,0
drivers,nns,0,5,0,0,0.7941424056161751,0
ti,nnp,0,5,0,0,0.7941424056161751,0
enable,vb,0,5,0,0,0.7941424056161751,0
c+a,cd,0,5,0,0,0.7941424056161751,0
csm,nnp,0,5,0,0,0.7941424056161751,0
require,vb,0,5,0,0,0.7941424056161751,0
a2,nnp,0,5,0,0,0.7941424056161751,0
consistency,nn,0,5,0,0,0.7941424056161751,0
total,nn,0,5,0,0,0.7941424056161751,0
3,ls,0,5,0,0,0.7941424056161751,0
plans,nns,0,5,0,0,0.7941424056161751,0
cod,nnp,0,5,0,0,0.7941424056161751,0
bes,nnp,0,5,0,0,0.7941424056161751,0
fermentable,jj,0,5,0,0,0.7941424056161751,0
glucose,nn,0,5,0,0,0.7941424056161751,0
fractions,nns,0,5,0,0,0.7941424056161751,0
donor,nn,0,5,0,0,0.7941424056161751,0
26,cd,0,5,0,0,0.7941424056161751,0
intracellular,jj,0,5,0,0,0.7941424056161751,0
cytoplasmic,jj,0,5,0,0,0.7941424056161751,0
crac,nn,0,5,0,0,0.7941424056161751,0
substances,nns,0,5,0,0,0.7941424056161751,0
cameras,nns,0,5,0,0,0.7941424056161751,0
camera,nn,0,5,0,0,0.7941424056161751,0
decreased,vbn,0,5,0,0,0.7941424056161751,0
filtered,vbn,0,5,0,0,0.7941424056161751,0
theoretical,jj,0,5,0,0,0.7941424056161751,0
chondrocytes,nns,0,5,0,0,0.7941424056161751,0
superficial,jj,0,5,0,0,0.7941424056161751,0
electrospinning,vbg,0,5,0,0,0.7941424056161751,0
electrospun,nn,0,5,0,0,0.7941424056161751,0
fibres,nns,0,5,0,0,0.7941424056161751,0
transcriptional,jj,0,5,0,0,0.7941424056161751,0
tfs,nn,0,5,0,0,0.7941424056161751,0
hscs,nns,0,5,0,0,0.7941424056161751,0
akponikpè,nnp,0,5,0,0,0.7941424056161751,0
supramarginal,jj,0,5,0,0,0.7941424056161751,0
electron,nn,0,5,0,0,0.7941424056161751,0
hypoxia,nn,0,5,0,0,0.7941424056161751,0
lmics,nns,0,5,0,0,0.7941424056161751,0
ihg,nn,0,5,0,0,0.7941424056161751,0
china,nnp,0,5,0,0,0.7941424056161751,0
p38,nn,0,5,0,0,0.7941424056161751,0
pancreatic,jj,0,5,0,0,0.7941424056161751,0
visible,jj,0,5,0,0,0.7941424056161751,0
fatty,nnp,0,5,0,0,0.7941424056161751,0
linseed,nn,0,5,0,0,0.7941424056161751,0
mutant,jj,0,5,0,0,0.7941424056161751,0
aquaculture,nn,0,5,0,0,0.7941424056161751,0
greatly,rb,0,4,3,0,0.6353139244929401,2.193623866627669
up,rp,0,4,8,0,0.6353139244929401,5.84966364434045
popular,jj,0,4,22,0,0.6353139244929401,16.086575021936238
clear,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
left,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
basic,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
highlighted,vbn,0,4,1,0,0.6353139244929401,0.7312079555425562
remaining,vbg,0,4,1,0,0.6353139244929401,0.7312079555425562
competition,nn,0,4,2,0,0.6353139244929401,1.4624159110851125
user,nn,0,4,6,0,0.6353139244929401,4.387247733255338
predict,vb,0,4,8,0,0.6353139244929401,5.84966364434045
difficulties,nns,0,4,1,0,0.6353139244929401,0.7312079555425562
billion,cd,0,4,9,0,0.6353139244929401,6.5808715998830065
surrounding,vbg,0,4,1,0,0.6353139244929401,0.7312079555425562
ultimately,rb,0,4,1,0,0.6353139244929401,0.7312079555425562
fires,nns,0,4,37,0,0.6353139244929401,27.054694355074584
price,nn,0,4,22,0,0.6353139244929401,16.086575021936238
much,rb,0,4,7,0,0.6353139244929401,5.118455688797894
interesting,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
us,prp,0,4,6,0,0.6353139244929401,4.387247733255338
allow,vb,0,4,4,0,0.6353139244929401,2.924831822170225
united,nnp,0,4,9,0,0.6353139244929401,6.5808715998830065
include,vb,0,4,1,0,0.6353139244929401,0.7312079555425562
light,nn,0,4,3,0,0.6353139244929401,2.193623866627669
organization,nnp,0,4,1,0,0.6353139244929401,0.7312079555425562
men,nns,0,4,1,0,0.6353139244929401,0.7312079555425562
seems,vbz,0,4,5,0,0.6353139244929401,3.6560397777127815
willing,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
extreme,jj,0,4,4,0,0.6353139244929401,2.924831822170225
regards,nns,0,4,1,0,0.6353139244929401,0.7312079555425562
least,jjs,0,4,3,0,0.6353139244929401,2.193623866627669
guidelines,nns,0,4,2,0,0.6353139244929401,1.4624159110851125
lacking,vbg,0,4,1,0,0.6353139244929401,0.7312079555425562
focus,nn,0,4,1,0,0.6353139244929401,0.7312079555425562
investigating,vbg,0,4,2,0,0.6353139244929401,1.4624159110851125
inexpensive,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
expansion,nn,0,4,1,0,0.6353139244929401,0.7312079555425562
appearance,nn,0,4,2,0,0.6353139244929401,1.4624159110851125
recognized,vbn,0,4,1,0,0.6353139244929401,0.7312079555425562
threat,nn,0,4,3,0,0.6353139244929401,2.193623866627669
before,rb,0,4,6,0,0.6353139244929401,4.387247733255338
entire,jj,0,4,6,0,0.6353139244929401,4.387247733255338
mean,nn,0,4,1,0,0.6353139244929401,0.7312079555425562
below,rb,0,4,2,0,0.6353139244929401,1.4624159110851125
though,in,0,4,2,0,0.6353139244929401,1.4624159110851125
coefficient,nn,0,4,2,0,0.6353139244929401,1.4624159110851125
real,jj,0,4,2,0,0.6353139244929401,1.4624159110851125
smaller,jjr,0,4,1,0,0.6353139244929401,0.7312079555425562
indicates,vbz,0,4,1,0,0.6353139244929401,0.7312079555425562
one,nn,0,4,2,0,0.6353139244929401,1.4624159110851125
opportunity,nn,0,4,2,0,0.6353139244929401,1.4624159110851125
40,cd,0,4,2,0,0.6353139244929401,1.4624159110851125
amongst,in,0,4,2,0,0.6353139244929401,1.4624159110851125
easily,rb,0,4,1,0,0.6353139244929401,0.7312079555425562
hectares,nns,0,4,1,0,0.6353139244929401,0.7312079555425562
regularly,rb,0,4,1,0,0.6353139244929401,0.7312079555425562
substantial,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
correlation,nn,0,4,3,0,0.6353139244929401,2.193623866627669
measuring,vbg,0,4,1,0,0.6353139244929401,0.7312079555425562
earlier,jjr,0,4,1,0,0.6353139244929401,0.7312079555425562
america,nnp,0,4,1,0,0.6353139244929401,0.7312079555425562
annual,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
indicate,vb,0,4,1,0,0.6353139244929401,0.7312079555425562
nutrients,nns,0,4,1,0,0.6353139244929401,0.7312079555425562
greatest,jjs,0,4,3,0,0.6353139244929401,2.193623866627669
present,nn,0,4,1,0,0.6353139244929401,0.7312079555425562
gap,nn,0,4,1,0,0.6353139244929401,0.7312079555425562
likely,rb,0,4,1,0,0.6353139244929401,0.7312079555425562
lost,vbn,0,4,1,0,0.6353139244929401,0.7312079555425562
proper,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
final,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
south,nnp,0,4,1,0,0.6353139244929401,0.7312079555425562
competing,vbg,0,4,1,0,0.6353139244929401,0.7312079555425562
suffer,vbp,0,4,1,0,0.6353139244929401,0.7312079555425562
establish,vb,0,4,1,0,0.6353139244929401,0.7312079555425562
exist,vbp,0,4,2,0,0.6353139244929401,1.4624159110851125
advantage,nn,0,4,3,0,0.6353139244929401,2.193623866627669
special,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
decrease,vb,0,4,1,0,0.6353139244929401,0.7312079555425562
last,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
constant,jj,0,4,1,0,0.6353139244929401,0.7312079555425562
grown,vbn,0,4,2,0,0.6353139244929401,1.4624159110851125
forward,rb,0,4,1,0,0.6353139244929401,0.7312079555425562
accordance,nn,0,4,0,0,0.6353139244929401,0
federal,nnp,0,4,0,0,0.6353139244929401,0
alternative,nn,0,4,0,0,0.6353139244929401,0
livelihoods,nns,0,4,0,0,0.6353139244929401,0
confounding,vbg,0,4,0,0,0.6353139244929401,0
controlling,vbg,0,4,0,0,0.6353139244929401,0
investigate,vbp,0,4,0,0,0.6353139244929401,0
second,rb,0,4,0,0,0.6353139244929401,0
approved,vbn,0,4,0,0,0.6353139244929401,0
administration,nnp,0,4,0,0,0.6353139244929401,0
inflammation,nn,0,4,0,0,0.6353139244929401,0
inhibitory,jj,0,4,0,0,0.6353139244929401,0
cytokine,nn,0,4,0,0,0.6353139244929401,0
lateral,jj,0,4,0,0,0.6353139244929401,0
clinically,rb,0,4,0,0,0.6353139244929401,0
protects,vbz,0,4,0,0,0.6353139244929401,0
davis,nnp,0,4,0,0,0.6353139244929401,0
lead,vbp,0,4,0,0,0.6353139244929401,0
begins,vbz,0,4,0,0,0.6353139244929401,0
downstream,jj,0,4,0,0,0.6353139244929401,0
protective,jj,0,4,0,0,0.6353139244929401,0
referred,vbd,0,4,0,0,0.6353139244929401,0
β,nn,0,4,0,0,0.6353139244929401,0
unsaturated,jj,0,4,0,0,0.6353139244929401,0
character,nn,0,4,0,0,0.6353139244929401,0
accounts,vbz,0,4,0,0,0.6353139244929401,0
electrophiles,nns,0,4,0,0,0.6353139244929401,0
cytosol,nn,0,4,0,0,0.6353139244929401,0
fold,jj,0,4,0,0,0.6353139244929401,0
conjugation,nn,0,4,0,0,0.6353139244929401,0
preliminary,jj,0,4,0,0,0.6353139244929401,0
inhibit,vb,0,4,0,0,0.6353139244929401,0
friston,nnp,0,4,0,0,0.6353139244929401,0
winkler,nnp,0,4,0,0,0.6353139244929401,0
speech,nn,0,4,0,0,0.6353139244929401,0
reveals,vbz,0,4,0,0,0.6353139244929401,0
organism,nn,0,4,0,0,0.6353139244929401,0
stimuli,nns,0,4,0,0,0.6353139244929401,0
hierarchy,nn,0,4,0,0,0.6353139244929401,0
khouri,nnp,0,4,0,0,0.6353139244929401,0
standards,nns,0,4,0,0,0.6353139244929401,0
detecting,vbg,0,4,0,0,0.6353139244929401,0
von,nnp,0,4,0,0,0.6353139244929401,0
stimulus,nn,0,4,0,0,0.6353139244929401,0
possibly,rb,0,4,0,0,0.6353139244929401,0
capture,vb,0,4,0,0,0.6353139244929401,0
reveal,vb,0,4,0,0,0.6353139244929401,0
frequencies,nns,0,4,0,0,0.6353139244929401,0
frequency,jj,0,4,0,0,0.6353139244929401,0
span,nn,0,4,0,0,0.6353139244929401,0
evoked,vbn,0,4,0,0,0.6353139244929401,0
accretion,nn,0,4,0,0,0.6353139244929401,0
400,cd,0,4,0,0,0.6353139244929401,0
require,vbp,0,4,0,0,0.6353139244929401,0
surface,jj,0,4,0,0,0.6353139244929401,0
passive,jj,0,4,0,0,0.6353139244929401,0
teagle,nnp,0,4,0,0,0.6353139244929401,0
top,nn,0,4,0,0,0.6353139244929401,0
axial,jj,0,4,0,0,0.6353139244929401,0
sr,nnp,0,4,0,0,0.6353139244929401,0
interpretations,nns,0,4,0,0,0.6353139244929401,0
galy,nnp,0,4,0,0,0.6353139244929401,0
appears,vbz,0,4,0,0,0.6353139244929401,0
recycling,nn,0,4,0,0,0.6353139244929401,0
shorter,jjr,0,4,0,0,0.6353139244929401,0
fossil,nn,0,4,0,0,0.6353139244929401,0
back,rb,0,4,0,0,0.6353139244929401,0
poorly,rb,0,4,0,0,0.6353139244929401,0
calcite,nn,0,4,0,0,0.6353139244929401,0
calcareous,jj,0,4,0,0,0.6353139244929401,0
bourget,nnp,0,4,0,0,0.6353139244929401,0
endogenous,jj,0,4,0,0,0.6353139244929401,0
1975,cd,0,4,0,0,0.6353139244929401,0
decreasing,vbg,0,4,0,0,0.6353139244929401,0
killingley,nnp,0,4,0,0,0.6353139244929401,0
newman,nnp,0,4,0,0,0.6353139244929401,0
1985,cd,0,4,0,0,0.6353139244929401,0
1967,cd,0,4,0,0,0.6353139244929401,0
addressed,vbn,0,4,0,0,0.6353139244929401,0
newly,rb,0,4,0,0,0.6353139244929401,0
named,vbn,0,4,0,0,0.6353139244929401,0
necessarily,rb,0,4,0,0,0.6353139244929401,0
pathological,jj,0,4,0,0,0.6353139244929401,0
fidelity,nn,0,4,0,0,0.6353139244929401,0
kinetics,nns,0,4,0,0,0.6353139244929401,0
explain,vbp,0,4,0,0,0.6353139244929401,0
nucleus,nn,0,4,0,0,0.6353139244929401,0
kv3,nnp,0,4,0,0,0.6353139244929401,0
reliability,nn,0,4,0,0,0.6353139244929401,0
spain,nnp,0,4,0,0,0.6353139244929401,0
amplitude,nn,0,4,0,0,0.6353139244929401,0
suggest,vbp,0,4,0,0,0.6353139244929401,0
inference,nn,0,4,0,0,0.6353139244929401,0
agency,nn,0,4,0,0,0.6353139244929401,0
involve,vb,0,4,0,0,0.6353139244929401,0
recognised,vbn,0,4,0,0,0.6353139244929401,0
accordingly,rb,0,4,0,0,0.6353139244929401,0
prepared,vbn,0,4,0,0,0.6353139244929401,0
beta,nn,0,4,0,0,0.6353139244929401,0
cl,nnp,0,4,0,0,0.6353139244929401,0
phantom,nn,0,4,0,0,0.6353139244929401,0
limb,nn,0,4,0,0,0.6353139244929401,0
window,nn,0,4,0,0,0.6353139244929401,0
neurocognitive,jj,0,4,0,0,0.6353139244929401,0
phenomena,nns,0,4,0,0,0.6353139244929401,0
return,nn,0,4,0,0,0.6353139244929401,0
desirable,jj,0,4,0,0,0.6353139244929401,0
produce,vbp,0,4,0,0,0.6353139244929401,0
inconclusive,jj,0,4,0,0,0.6353139244929401,0
inputs,nns,0,4,0,0,0.6353139244929401,0
objectives,nns,0,4,0,0,0.6353139244929401,0
looping,vbg,0,4,0,0,0.6353139244929401,0
cal,nnp,0,4,0,0,0.6353139244929401,0
capture,nn,0,4,0,0,0.6353139244929401,0
cao,nns,0,4,0,0,0.6353139244929401,0
giving,vbg,0,4,0,0,0.6353139244929401,0
limestone,nn,0,4,0,0,0.6353139244929401,0
inside,in,0,4,0,0,0.6353139244929401,0
abrasion,nn,0,4,0,0,0.6353139244929401,0
decreases,vbz,0,4,0,0,0.6353139244929401,0
forces,nns,0,4,0,0,0.6353139244929401,0
sorbents,nns,0,4,0,0,0.6353139244929401,0
limestones,nns,0,4,0,0,0.6353139244929401,0
consensus,nn,0,4,0,0,0.6353139244929401,0
separately,rb,0,4,0,0,0.6353139244929401,0
valid,jj,0,4,0,0,0.6353139244929401,0
overcome,vb,0,4,0,0,0.6353139244929401,0
windthrows,nns,0,4,0,0,0.6353139244929401,0
about,rb,0,4,0,0,0.6353139244929401,0
annually,rb,0,4,0,0,0.6353139244929401,0
insects,nns,0,4,0,0,0.6353139244929401,0
attack,nn,0,4,0,0,0.6353139244929401,0
summer,nn,0,4,0,0,0.6353139244929401,0
separated,vbn,0,4,0,0,0.6353139244929401,0
sensing,nn,0,4,0,0,0.6353139244929401,0
hyperspectral,jj,0,4,0,0,0.6353139244929401,0
radar,nn,0,4,0,0,0.6353139244929401,0
2015a,cd,0,4,0,0,0.6353139244929401,0
landscapes,nns,0,4,0,0,0.6353139244929401,0
green,nnp,0,4,0,0,0.6353139244929401,0
monitoring,vbg,0,4,0,0,0.6353139244929401,0
quantity,nn,0,4,0,0,0.6353139244929401,0
scattering,vbg,0,4,0,0,0.6353139244929401,0
acts,vbz,0,4,0,0,0.6353139244929401,0
reactive,jj,0,4,0,0,0.6353139244929401,0
catalyst,nn,0,4,0,0,0.6353139244929401,0
substituted,vbn,0,4,0,0,0.6353139244929401,0
eq,nnp,0,4,0,0,0.6353139244929401,0
offers,vbz,0,4,0,0,0.6353139244929401,0
insertion,nn,0,4,0,0,0.6353139244929401,0
migration,nn,0,4,0,0,0.6353139244929401,0
above,rb,0,4,0,0,0.6353139244929401,0
developments,nns,0,4,0,0,0.6353139244929401,0
ring,nn,0,4,0,0,0.6353139244929401,0
alcohol,nn,0,4,0,0,0.6353139244929401,0
biosynthesis,nn,0,4,0,0,0.6353139244929401,0
pv,nn,0,4,0,0,0.6353139244929401,0
coating,nn,0,4,0,0,0.6353139244929401,0
candidates,nns,0,4,0,0,0.6353139244929401,0
dla,nnp,0,4,0,0,0.6353139244929401,0
clusters,nns,0,4,0,0,0.6353139244929401,0
distance,nn,0,4,0,0,0.6353139244929401,0
joint,jj,0,4,0,0,0.6353139244929401,0
concluded,vbd,0,4,0,0,0.6353139244929401,0
placebo,nn,0,4,0,0,0.6353139244929401,0
neuropeptides,nns,0,4,0,0,0.6353139244929401,0
nerve,nn,0,4,0,0,0.6353139244929401,0
serotypes,nns,0,4,0,0,0.6353139244929401,0
light,jj,0,4,0,0,0.6353139244929401,0
presynaptic,jj,0,4,0,0,0.6353139244929401,0
preclinical,jj,0,4,0,0,0.6353139244929401,0
hypothesized,vbd,0,4,0,0,0.6353139244929401,0
volumes,nns,0,4,0,0,0.6353139244929401,0
statistically,rb,0,4,0,0,0.6353139244929401,0
contrasting,vbg,0,4,0,0,0.6353139244929401,0
emerge,vbp,0,4,0,0,0.6353139244929401,0
structured,vbn,0,4,0,0,0.6353139244929401,0
prosodic,jj,0,4,0,0,0.6353139244929401,0
language,nn,0,4,0,0,0.6353139244929401,0
systematically,rb,0,4,0,0,0.6353139244929401,0
achieved,vbn,0,4,0,0,0.6353139244929401,0
geometry,nn,0,4,0,0,0.6353139244929401,0
regeneration,nn,0,4,0,0,0.6353139244929401,0
clarified,vbn,0,4,0,0,0.6353139244929401,0
fas,nns,0,4,0,0,0.6353139244929401,0
oriented,vbn,0,4,0,0,0.6353139244929401,0
infancy,nn,0,4,0,0,0.6353139244929401,0
feinstein,nnp,0,4,0,0,0.6353139244929401,0
conversely,rb,0,4,0,0,0.6353139244929401,0
scores,nns,0,4,0,0,0.6353139244929401,0
pollutants,nns,0,4,0,0,0.6353139244929401,0
persistence,nn,0,4,0,0,0.6353139244929401,0
aromatic,jj,0,4,0,0,0.6353139244929401,0
usa,nnp,0,4,0,0,0.6353139244929401,0
unep,nnp,0,4,0,0,0.6353139244929401,0
comprise,vbp,0,4,0,0,0.6353139244929401,0
hydrophilic,jj,0,4,0,0,0.6353139244929401,0
paints,nns,0,4,0,0,0.6353139244929401,0
coast,nn,0,4,0,0,0.6353139244929401,0
program,nnp,0,4,0,0,0.6353139244929401,0
coastal,jj,0,4,0,0,0.6353139244929401,0
targeted,vbn,0,4,0,0,0.6353139244929401,0
geographical,jj,0,4,0,0,0.6353139244929401,0
magnitude,nn,0,4,0,0,0.6353139244929401,0
combining,vbg,0,4,0,0,0.6353139244929401,0
aggregates,nns,0,4,0,0,0.6353139244929401,0
lattices,nns,0,4,0,0,0.6353139244929401,0
links,nns,0,4,0,0,0.6353139244929401,0
tensile,jj,0,4,0,0,0.6353139244929401,0
chen,nnp,0,4,0,0,0.6353139244929401,0
silva,nnp,0,4,0,0,0.6353139244929401,0
possibility,nn,0,4,0,0,0.6353139244929401,0
nevertheless,rb,0,4,0,0,0.6353139244929401,0
presenting,vbg,0,4,0,0,0.6353139244929401,0
framework,nn,0,4,0,0,0.6353139244929401,0
objective,nn,0,4,0,0,0.6353139244929401,0
objective,jj,0,4,0,0,0.6353139244929401,0
ex,nn,0,4,0,0,0.6353139244929401,0
dinosaurs,nns,0,4,0,0,0.6353139244929401,0
henderson,nnp,0,4,0,0,0.6353139244929401,0
dal,nnp,0,4,0,0,0.6353139244929401,0
sasso,nnp,0,4,0,0,0.6353139244929401,0
therrien,nnp,0,4,0,0,0.6353139244929401,0
nutrient,jj,0,4,0,0,0.6353139244929401,0
1972,cd,0,4,0,0,0.6353139244929401,0
gottsberger,nnp,0,4,0,0,0.6353139244929401,0
dominance,nn,0,4,0,0,0.6353139244929401,0
arid,jj,0,4,0,0,0.6353139244929401,0
bermudagrass,nn,0,4,0,0,0.6353139244929401,0
excellent,jj,0,4,0,0,0.6353139244929401,0
adverse,jj,0,4,0,0,0.6353139244929401,0
hu,nnp,0,4,0,0,0.6353139244929401,0
investigated,vbd,0,4,0,0,0.6353139244929401,0
cox-1,nnp,0,4,0,0,0.6353139244929401,0
cox,nnp,0,4,0,0,0.6353139244929401,0
infection,nn,0,4,0,0,0.6353139244929401,0
tract,nn,0,4,0,0,0.6353139244929401,0
option,nn,0,4,0,0,0.6353139244929401,0
radicals,nns,0,4,0,0,0.6353139244929401,0
restricted,vbn,0,4,0,0,0.6353139244929401,0
eliminate,vb,0,4,0,0,0.6353139244929401,0
asia,nnp,0,4,0,0,0.6353139244929401,0
pathogenic,jj,0,4,0,0,0.6353139244929401,0
vivo,nn,0,4,0,0,0.6353139244929401,0
crops,nns,0,4,0,0,0.6353139244929401,0
spectrum,nn,0,4,0,0,0.6353139244929401,0
roots,nns,0,4,0,0,0.6353139244929401,0
scot,nnp,0,4,0,0,0.6353139244929401,0
2016b,cd,0,4,0,0,0.6353139244929401,0
indica,jj,0,4,0,0,0.6353139244929401,0
mexico,nnp,0,4,0,0,0.6353139244929401,0
reversal,nn,0,4,0,0,0.6353139244929401,0
locations,nns,0,4,0,0,0.6353139244929401,0
simply,rb,0,4,0,0,0.6353139244929401,0
near,jj,0,4,0,0,0.6353139244929401,0
optimisation,nn,0,4,0,0,0.6353139244929401,0
soybeans,nns,0,4,0,0,0.6353139244929401,0
fibrous,jj,0,4,0,0,0.6353139244929401,0
termed,vbn,0,4,0,0,0.6353139244929401,0
rosenthal,nnp,0,4,0,0,0.6353139244929401,0
mechanically,rb,0,4,0,0,0.6353139244929401,0
dramatically,rb,0,4,0,0,0.6353139244929401,0
specialized,jj,0,4,0,0,0.6353139244929401,0
validating,vbg,0,4,0,0,0.6353139244929401,0
briefly,rb,0,4,0,0,0.6353139244929401,0
anchor,nn,0,4,0,0,0.6353139244929401,0
rheological,jj,0,4,0,0,0.6353139244929401,0
manufacturing,nn,0,4,0,0,0.6353139244929401,0
disposal,nn,0,4,0,0,0.6353139244929401,0
reproduction,nn,0,4,0,0,0.6353139244929401,0
hindcast,nn,0,4,0,0,0.6353139244929401,0
experts,nns,0,4,0,0,0.6353139244929401,0
contributes,vbz,0,4,0,0,0.6353139244929401,0
modification,nn,0,4,0,0,0.6353139244929401,0
terminus,nn,0,4,0,0,0.6353139244929401,0
fold,nn,0,4,0,0,0.6353139244929401,0
bubl1,nnp,0,4,0,0,0.6353139244929401,0
art,nnp,0,4,0,0,0.6353139244929401,0
cleavage,nn,0,4,0,0,0.6353139244929401,0
ube3a,nnp,0,4,0,0,0.6353139244929401,0
ube3a,nn,0,4,0,0,0.6353139244929401,0
leach,nnp,0,4,0,0,0.6353139244929401,0
crawley,nnp,0,4,0,0,0.6353139244929401,0
ciarlone,nnp,0,4,0,0,0.6353139244929401,0
smith,nnp,0,4,0,0,0.6353139244929401,0
31,cd,0,4,0,0,0.6353139244929401,0
luminance,nn,0,4,0,0,0.6353139244929401,0
organ,nn,0,4,0,0,0.6353139244929401,0
budget,nn,0,4,0,0,0.6353139244929401,0
hydraulics,nns,0,4,0,0,0.6353139244929401,0
absorption,nn,0,4,0,0,0.6353139244929401,0
breast,nn,0,4,0,0,0.6353139244929401,0
classic,jj,0,4,0,0,0.6353139244929401,0
abnormalities,nns,0,4,0,0,0.6353139244929401,0
injection,nn,0,4,0,0,0.6353139244929401,0
arrays,nns,0,4,0,0,0.6353139244929401,0
proven,vbn,0,4,0,0,0.6353139244929401,0
prevents,vbz,0,4,0,0,0.6353139244929401,0
requirements,nns,0,4,0,0,0.6353139244929401,0
60,cd,0,4,0,0,0.6353139244929401,0
regimens,nns,0,4,0,0,0.6353139244929401,0
candidate,nn,0,4,0,0,0.6353139244929401,0
adopted,vbn,0,4,0,0,0.6353139244929401,0
loop,nn,0,4,0,0,0.6353139244929401,0
referred,vbn,0,4,0,0,0.6353139244929401,0
v1,nnp,0,4,0,0,0.6353139244929401,0
report,vb,0,4,0,0,0.6353139244929401,0
vestibular,jj,0,4,0,0,0.6353139244929401,0
signaling,jj,0,4,0,0,0.6353139244929401,0
illness,nn,0,4,0,0,0.6353139244929401,0
contributions,nns,0,4,0,0,0.6353139244929401,0
whalley,nnp,0,4,0,0,0.6353139244929401,0
polygenic,jj,0,4,0,0,0.6353139244929401,0
smoller,nnp,0,4,0,0,0.6353139244929401,0
pgrs,nnp,0,4,0,0,0.6353139244929401,0
indicated,vbn,0,4,0,0,0.6353139244929401,0
kyriakidis,nnp,0,4,0,0,0.6353139244929401,0
automation,nn,0,4,0,0,0.6353139244929401,0
driverless,jj,0,4,0,0,0.6353139244929401,0
courses,nns,0,4,0,0,0.6353139244929401,0
prior,jj,0,4,0,0,0.6353139244929401,0
titanium,nn,0,4,0,0,0.6353139244929401,0
microstructural,jj,0,4,0,0,0.6353139244929401,0
plane,nn,0,4,0,0,0.6353139244929401,0
sensitivities,nns,0,4,0,0,0.6353139244929401,0
metallic,jj,0,4,0,0,0.6353139244929401,0
33,cd,0,4,0,0,0.6353139244929401,0
judgements,nns,0,4,0,0,0.6353139244929401,0
complicated,jj,0,4,0,0,0.6353139244929401,0
a1,nnp,0,4,0,0,0.6353139244929401,0
improvement,nn,0,4,0,0,0.6353139244929401,0
revealed,vbn,0,4,0,0,0.6353139244929401,0
narrow,jj,0,4,0,0,0.6353139244929401,0
feasibility,nn,0,4,0,0,0.6353139244929401,0
rotary,jj,0,4,0,0,0.6353139244929401,0
preference,nn,0,4,0,0,0.6353139244929401,0
manufacturer,nn,0,4,0,0,0.6353139244929401,0
attributed,vbn,0,4,0,0,0.6353139244929401,0
optimised,vbn,0,4,0,0,0.6353139244929401,0
reflect,vbp,0,4,0,0,0.6353139244929401,0
nitrogen,nn,0,4,0,0,0.6353139244929401,0
p,nn,0,4,0,0,0.6353139244929401,0
g,nnp,0,4,0,0,0.6353139244929401,0
nh4,nnp,0,4,0,0,0.6353139244929401,0
h2,nnp,0,4,0,0,0.6353139244929401,0
mecs,nns,0,4,0,0,0.6353139244929401,0
digestion,nn,0,4,0,0,0.6353139244929401,0
resonance,nn,0,4,0,0,0.6353139244929401,0
feedstock,nn,0,4,0,0,0.6353139244929401,0
highest,jjs,0,4,0,0,0.6353139244929401,0
catalytic,jj,0,4,0,0,0.6353139244929401,0
depolymerisation,nn,0,4,0,0,0.6353139244929401,0
supported,vbn,0,4,0,0,0.6353139244929401,0
bio,nn,0,4,0,0,0.6353139244929401,0
give,vbp,0,4,0,0,0.6353139244929401,0
l,nnp,0,4,0,0,0.6353139244929401,0
ships,nns,0,4,0,0,0.6353139244929401,0
differentiation,nn,0,4,0,0,0.6353139244929401,0
ca2,jj,0,4,0,0,0.6353139244929401,0
nfat4,nnp,0,4,0,0,0.6353139244929401,0
carefully,rb,0,4,0,0,0.6353139244929401,0
detectors,nns,0,4,0,0,0.6353139244929401,0
