doc_id	noun_phrase	root_text	pre_nom	post_nom	start_idx	end_idx	root_idx
published-S0006320715000488	statistical matching (e.g. Andam et al	matching	JJ	-LRB-	310	316	311
published-S0006320715000488	e.g. Andam et al	al	NNP	NNP	313	316	316
published-S0006320715000488	., 2013, 2008	.	NNP	CD	317	321	317
published-S0006320715000488	Carranza et al., 2014;	al	NNP	NNP	323	329	325
published-S0006320715000488	Matching	Matching	.	VBZ	338	338	338
published-S0006320715000488	comparison areas that have pre-intervention baseline values of confounding factors most similar to intervention area values	areas	NN	WDT	340	357	341
published-S0006320715000488	that	that	NNS	VBP	342	342	342
published-S0006320715000488	pre-intervention baseline values of confounding factors most similar to intervention area values	values	NN	IN	344	357	348
published-S0006320715000488	factors most similar to intervention area values	factors	VBG	RBS	351	357	351
published-S0006320715000488	intervention area values	values	NN	CC	355	357	357
published-S0006320715000488	it	it	VBZ	JJ	362	362	362
published-S0006320715000488	these confounding factors (Joppa and Pfaff, 2011)	factors	VBG	-LRB-	367	376	369
published-S0006320715000488	Joppa and Pfaff, 2011	Joppa	-LRB-	CC	371	375	371
published-S0006320715000488	Pfaff	Pfaff	CC	CD	373	373	373
published-S0006320715000488	we	we	,	VBP	380	380	380
published-S0006320715000488	only one study (Somanathan et al., 2009) that has used matching to investigate the effectiveness of CFM at reducing deforestation	study	CD	-LRB-	383	406	385
published-S0006320715000488	Somanathan et al	al	NNP	NNP	387	389	389
published-S0006320715000488	., 2009) that has used matching to investigate the effectiveness of CFM at reducing deforestation	.	NNP	CD	390	406	390
published-S0006320715000488	that	that	-RRB-	VBZ	394	394	394
published-S0006320715000488	the effectiveness of CFM at reducing deforestation	effectiveness	DT	IN	400	406	401
published-S0006320715000488	CFM	CFM	IN	IN	403	403	403
published-S0006320715000488	deforestation	deforestation	VBG	.	406	406	406
published-S0006320715000488	A significant challenge for evaluating the effectiveness of CFM	challenge	JJ	IN	408	416	410
published-S0006320715000488	the effectiveness of CFM	effectiveness	DT	IN	413	416	414
published-S0006320715000488	CFM	CFM	IN	VBZ	416	416	416
published-S0006320715000488	the large variation in forest management practices and designs within the approach, both among and within countries (Lund et al., 2009)	variation	JJ	IN	418	443	420
published-S0006320715000488	forest management practices and designs	practices	NN	CC	422	426	424
published-S0006320715000488	designs	designs	CC	IN	426	426	426
published-S0006320715000488	the approach	approach	DT	CC	428	429	429
published-S0006320715000488	countries	countries	IN	-LRB-	435	435	435
published-S0006320715000488	terms of practices, examples of this variation range from cases where the community has a good understanding of their rights and responsibilities to cases where CFM exists on paper only (Benjamin, 2008;	terms	IN	IN	446	481	446
published-S0006320715000488	practices, examples of this variation range from cases where the community has a good understanding of their rights and responsibilities to cases where CFM exists on paper only (Benjamin, 2008;	practices	IN	NNS	448	481	448
published-S0006320715000488	examples of this variation range	examples	,	IN	450	454	450
published-S0006320715000488	this variation range	range	NN	IN	452	454	454
published-S0006320715000488	cases where the community has a good understanding of their rights and responsibilities to cases where CFM exists on paper only (Benjamin, 2008;	cases	IN	WRB	456	481	456
published-S0006320715000488	the community	community	DT	VBZ	458	459	459
published-S0006320715000488	a good understanding of their rights and responsibilities	understanding	JJ	IN	461	468	463
published-S0006320715000488	their rights and responsibilities	rights	PRP$	CC	465	468	466
published-S0006320715000488	responsibilities	responsibilities	CC	IN	468	468	468
published-S0006320715000488	cases where CFM exists on paper only (Benjamin, 2008;	cases	IN	WRB	470	481	470
published-S0006320715000488	CFM	CFM	WRB	VBZ	472	472	472
published-S0006320715000488	paper	paper	IN	RB	475	475	475
published-S0006320715000488	An example of design variation	example	DT	IN	490	494	491
published-S0006320715000488	design variation	variation	NN	VBZ	493	494	494
published-S0006320715000488	some CFMs	CFMs	DT	VBP	497	498	498
published-S0006320715000488	communities	communities	VBP	TO	500	500	500
published-S0006320715000488	commercial use of forest resources	use	JJ	IN	504	508	505
published-S0006320715000488	forest resources	resources	NN	IN	507	508	508
published-S0006320715000488	their managed forests	forests	VBN	IN	510	512	512
published-S0006320715000488	others	others	IN	VBP	514	514	514
published-S0006320715000488	., 2011	.	NNP	CD	521	523	521
published-S0006320715000488	Failure to consider this variation compromises the potential for learning about design and implementation factors that promote CFM effectiveness.	Failure	.	TO	526	545	526
published-S0006320715000488	this variation	variation	DT	VBZ	529	530	530
published-S0006320715000488	the potential for learning about design and implementation factors that promote CFM effectiveness	potential	DT	IN	532	544	533
published-S0006320715000488	design and implementation factors that promote CFM effectiveness	design	IN	CC	537	544	537
published-S0006320715000488	implementation factors	factors	NN	WDT	539	540	540
published-S0006320715000488	that	that	NNS	VBP	541	541	541
published-S0006320715000488	CFM effectiveness	effectiveness	NNP	.	543	544	544
published-S0006320715000488	The Malagasy government	government	NNP	VBD	546	548	548
published-S0006320715000488	CFM	CFM	VBD	IN	550	550	550
published-S0006320715000488	the late 1990s	1990s	JJ	-LRB-	552	554	554
published-S0006320715000488	deforestation	deforestation	VB	CC	562	562	562
published-S0006320715000488	the significant part of the world’s biodiversity that is endemic to Madagascar (Le Saout et al., 2013)	part	JJ	IN	565	586	567
published-S0006320715000488	the world’s biodiversity	biodiversity	POS	WDT	569	572	572
published-S0006320715000488	that	that	NN	VBZ	573	573	573
published-S0006320715000488	Madagascar (Le Saout et al., 2013)	Madagascar	IN	-LRB-	577	586	577
published-S0006320715000488	(Le Saout et al., 2013)	Saout	NNP	NNP	578	586	580
published-S0006320715000488	The number of CFM units	number	DT	IN	588	592	589
published-S0006320715000488	CFM units	units	NNP	VBD	591	592	592
published-S0006320715000488	Many publications	publications	JJ	VBP	608	609	609
published-S0006320715000488	the institutional and political aspects of Madagascar’s forest decentralization process (Pollini et al., 2014; Pollini and Lassoie, 2011; Raik and Decker, 2007;	aspects	JJ	IN	611	641	615
published-S0006320715000488	Madagascar’s forest decentralization process	process	NN	-LRB-	617	621	621
published-S0006320715000488	Pollini et al	al	NN	NNP	623	625	625
published-S0006320715000488	., 2014; Pollini and Lassoie, 2011	.	NNP	CD	626	634	626
published-S0006320715000488	Pollini and Lassoie, 2011	Pollini	:	CC	630	634	630
published-S0006320715000488	Lassoie	Lassoie	CC	CD	632	632	632
published-S0006320715000488	Raik and Decker, 2007;	Raik	:	CC	636	641	636
published-S0006320715000488	Decker	Decker	CC	CD	638	638	638
published-S0006320715000488	et al	al	NNP	NNP	643	644	644
published-S0006320715000488	., 2013	.	NNP	CD	645	647	645
published-S0006320715000488	the performance of CFM	performance	DT	IN	665	668	666
published-S0006320715000488	CFM	CFM	IN	IN	668	668	668
published-S0006320715000488	terms of conservation outcomes (CIRAD, 2013;	terms	IN	IN	670	678	670
published-S0006320715000488	conservation outcomes (CIRAD, 2013;	outcomes	NN	-LRB-	672	678	673
published-S0006320715000488	CIRAD, 2013	CIRAD	-LRB-	CD	675	677	675
published-S0006320715000488	Sommerville et al., 2010	Sommerville	:	NNP	679	684	679
published-S0006320715000488	et al	al	NNP	NNP	680	681	681
published-S0006320715000488	., 2010	.	NNP	CD	682	684	682
published-S0006320715000488	., 2011	.	NNP	CD	689	691	689
published-S0006320715000488	None	None	.	RB	694	694	694
published-S0006320715000488	factors that may confound	factors	IN	WDT	698	701	698
published-S0006320715000488	that	that	NNS	MD	699	699	699
published-S0006320715000488	statistical matching	matching	JJ	TO	706	707	707
published-S0006320715000488	factors that confound impact estimates	factors	IN	WDT	711	715	711
published-S0006320715000488	that	that	NNS	JJ	712	712	712
published-S0006320715000488	confound impact	impact	JJ	VBZ	713	714	714
published-S0006320715000488	we	we	,	VBP	717	717	717
published-S0006320715000488	the effectiveness of Madagascar CFM at reducing deforestation between 2000 and 2010	effectiveness	DT	IN	719	730	720
published-S0006320715000488	Madagascar CFM	CFM	JJ	IN	722	723	723
published-S0006320715000488	deforestation between 2000 and 2010	deforestation	VBG	IN	726	730	726
published-S0006320715000488	our knowledge	knowledge	PRP$	DT	733	734	734
published-S0006320715000488	this	this	,	VBZ	736	736	736
published-S0006320715000488	the first national scale study of performance of CFM at delivering conservation outcomes	study	NN	IN	738	750	742
published-S0006320715000488	performance of CFM	performance	IN	IN	744	746	744
published-S0006320715000488	CFM	CFM	IN	IN	746	746	746
published-S0006320715000488	conservation outcomes	outcomes	NN	.	749	750	750
published-S0006320715000488	we	we	,	VBP	754	754	754
published-S0006320715000488	the overall effectiveness of Madagascar’s forest decentralization policy at reducing deforestation by looking at all CFM units across the country	effectiveness	JJ	IN	756	776	758
published-S0006320715000488	Madagascar’s forest decentralization policy	policy	NN	IN	760	764	764
published-S0006320715000488	deforestation	deforestation	VBG	IN	767	767	767
published-S0006320715000488	all CFM units across the country	units	NNP	IN	771	776	773
published-S0006320715000488	the country	country	DT	.	775	776	776
published-S0006320715000488	we	we	,	VBP	780	780	780
published-S0006320715000488	study effectiveness in a subsample of CFM units where we have information to suggest that CFM was implemented on the ground	effectiveness	NN	IN	783	803	784
published-S0006320715000488	a subsample of CFM units where we have information to suggest that CFM was implemented on the ground	subsample	DT	IN	786	803	787
published-S0006320715000488	CFM units where we have information to suggest that CFM was implemented on the ground	units	NNP	WRB	789	803	790
published-S0006320715000488	we	we	WRB	VBP	792	792	792
published-S0006320715000488	information to suggest that CFM was implemented on the ground	information	VBP	TO	794	803	794
published-S0006320715000488	CFM	CFM	IN	VBD	798	798	798
published-S0006320715000488	the ground	ground	DT	.	802	803	803
published-S0006320715000488	we	we	,	VBP	807	807	807
published-S0006320715000488	CFM that allows and does not allow commercial use of forest resources and study effectiveness conditional on whether CFM permits or prohibits commercial use	CFM	IN	WDT	810	833	810
published-S0006320715000488	that	that	NNP	VBZ	811	811	811
published-S0006320715000488	commercial use of forest resources and study effectiveness	use	JJ	IN	817	824	818
published-S0006320715000488	forest resources and study effectiveness	resources	NN	CC	820	824	821
published-S0006320715000488	study effectiveness	effectiveness	NN	JJ	823	824	824
published-S0006320715000488	CFM	CFM	IN	VBZ	828	828	828
published-S0006320715000488	commercial use	use	JJ	.	832	833	833
published-S0006320715000488	we	we	IN	VBP	837	837	837
published-S0006320715000488	other important potential outcomes from CFM including impacts, positive or negative	outcomes	JJ	IN	841	852	844
published-S0006320715000488	CFM including impacts, positive or negative	CFM	IN	VBG	846	852	846
published-S0006320715000488	impacts, positive or negative	impacts	VBG	JJ	848	852	848
published-S0006320715000488	human welfare	welfare	JJ	.	855	856	856
published-S0006899318305754	Stroke	Stroke		VBZ	0	0	0
published-S0006899318305754	the fifth leading cause of death among Americans and a leading cause of major disability	cause	VBG	IN	2	16	5
published-S0006899318305754	death	death	IN	IN	7	7	7
published-S0006899318305754	Americans	Americans	IN	CC	9	9	9
published-S0006899318305754	a leading cause of major disability	cause	VBG	IN	11	16	13
published-S0006899318305754	major disability	disability	JJ	.	15	16	16
published-S0006899318305754	the most damaging types of ischemic stroke	types	JJ	IN	20	26	23
published-S0006899318305754	ischemic stroke	stroke	JJ	DT	25	26	26
published-S0006899318305754	an emergent large vessel occlusion (ELVO)	occlusion	NN	-LRB-	28	35	32
published-S0006899318305754	ELVO	ELVO	-LRB-	-RRB-	34	34	34
published-S0006899318305754	blood flow in a major cerebral artery	flow	NN	IN	42	48	43
published-S0006899318305754	a major cerebral artery	artery	JJ	.	45	48	48
published-S0006899318305754	ELVO patients	patients	NNS	VBP	50	51	51
published-S0006899318305754	a high mortality rate	rate	NN	CC	53	56	56
published-S0006899318305754	survivors	survivors	CC	VBP	59	59	59
published-S0006899318305754	profound deficits in motor and cognitive function (Malhotra et al	deficits	JJ	IN	64	74	65
published-S0006899318305754	motor and cognitive function (Malhotra et al	function	JJ	-LRB-	67	74	70
published-S0006899318305754	Malhotra et al	al	NNP	NNP	72	74	74
published-S0006899318305754	Intravenous administration of tissue plasminogen activator (tPA), the only FDA-approved drug for ischemic stroke,	administration	NNP	IN	80	99	81
published-S0006899318305754	tissue plasminogen activator (tPA)	activator	NN	-LRB-	83	88	85
published-S0006899318305754	tPA	tPA	-LRB-	-RRB-	87	87	87
published-S0006899318305754	the only FDA-approved drug for ischemic stroke	drug	VBN	IN	90	98	95
published-S0006899318305754	ischemic stroke	stroke	JJ	VBZ	97	98	98
published-S0006899318305754	ELVO patients (Broderick et al	patients	NNP	-LRB-	104	109	105
published-S0006899318305754	Broderick et al	al	NNP	NNP	107	109	109
published-S0006899318305754	Ciccone et al., 2013; Kidwell et al., 2013), and others	Ciccone	:	NNP	114	130	114
published-S0006899318305754	al	al	NNP	NNP	116	116	116
published-S0006899318305754	., 2013	.	NNP	CD	117	119	117
published-S0006899318305754	Kidwell et al., 2013)	Kidwell	:	NNP	121	127	121
published-S0006899318305754	et al	al	NNP	NNP	122	123	123
published-S0006899318305754	., 2013	.	NNP	CD	124	126	124
published-S0006899318305754	others	others	CC	VBP	130	130	130
published-S0006899318305754	endovascular thrombectomy (EVT)	thrombectomy	JJ	-LRB-	135	139	136
published-S0006899318305754	EVT	EVT	-LRB-	-RRB-	138	138	138
published-S0006899318305754	The permanent intraluminal middle cerebral arterial occlusion (MCAO) model of stroke	occlusion	JJ	-LRB-	141	153	147
published-S0006899318305754	MCAO) model of stroke	model	-RRB-	IN	149	153	151
published-S0006899318305754	stroke	stroke	IN	RBS	153	153	153
published-S0006899318305754	ELVO without tPA administration or EVT	ELVO	VBZ	IN	156	161	156
published-S0006899318305754	tPA administration or EVT	administration	NNP	CC	158	161	159
published-S0006899318305754	EVT	EVT	CC	.	161	161	161
published-S0006899318305754	This model	model	DT	VBZ	163	164	164
published-S0006899318305754	the opportunity to discover new treatments to decrease mortality and disability resulting from ELVO	opportunity	DT	TO	166	179	167
published-S0006899318305754	new treatments	treatments	JJ	TO	170	171	171
published-S0006899318305754	mortality and disability	mortality	VB	CC	174	176	174
published-S0006899318305754	disability	disability	CC	VBG	176	176	176
published-S0006899318305754	ELVO	ELVO	IN	.	179	179	179
published-S0006899318305754	large vessel stroke in rats	stroke	NN	IN	182	186	184
published-S0006899318305754	rats	rats	IN	VBZ	186	186	186
published-S0006899318305754	an agent that promotes neuroprotection and reduces peripheral inflammation	agent	DT	WDT	188	196	189
published-S0006899318305754	that	that	NN	VBZ	190	190	190
published-S0006899318305754	neuroprotection	neuroprotection	VBZ	CC	192	192	192
published-S0006899318305754	peripheral inflammation	inflammation	JJ	.	195	196	196
published-S0006899318305754	Leukemia inhibitory factor (LIF), a cytokine in the IL-6 family,	factor	JJ	-LRB-	198	211	200
published-S0006899318305754	LIF	LIF	-LRB-	-RRB-	202	202	202
published-S0006899318305754	a cytokine in the IL-6 family	cytokine	DT	IN	205	210	206
published-S0006899318305754	the IL-6 family	family	NNP	VBZ	208	210	210
published-S0006899318305754	efficacy in animal models for neurological diseases, such as multiple sclerosis and amyotrophic lateral sclerosis	efficacy	VBN	IN	214	229	214
published-S0006899318305754	animal models	models	NN	IN	216	217	217
published-S0006899318305754	neurological diseases, such as multiple sclerosis and amyotrophic lateral sclerosis	diseases	JJ	JJ	219	229	220
published-S0006899318305754	multiple sclerosis and amyotrophic lateral sclerosis	sclerosis	JJ	CC	224	229	225
published-S0006899318305754	amyotrophic lateral sclerosis	sclerosis	JJ	.	227	229	229
published-S0006899318305754	Previous groups	groups	JJ	VBD	231	232	232
published-S0006899318305754	LIF	LIF	IN	VBZ	235	235	235
published-S0006899318305754	neurodegeneration	neurodegeneration	VBZ	IN	237	237	237
published-S0006899318305754	pro-survival PI3K/	PI3K	JJ	SYM	239	243	242
published-S0006899318305754	Akt	Akt	SYM	VBG	244	244	244
published-S0006899318305754	the development of anti-inflammatory leukocytes	development	DT	IN	249	255	250
published-S0006899318305754	anti-inflammatory leukocytes	leukocytes	JJ	-LRB-	252	255	255
published-S0006899318305754	., 2002, 2006	.	NNP	CD	267	271	267
published-S0006899318305754	al	al	NNP	NNP	275	275	275
published-S0006899318305754	., 2007	.	NNP	CD	276	278	276
published-S0006899318305754	., 2015	.	NNP	CD	283	285	283
published-S0006899318305754	et al	al	NNP	NNP	288	289	289
published-S0006899318305754	., 2008	.	NNP	CD	290	292	290
published-S0006899318305754	., 2005	.	NNP	CD	297	299	297
published-S0006899318305754	This laboratory	laboratory	DT	VBZ	302	303	303
published-S0006899318305754	systemic LIF administration	administration	NNP	VBZ	307	309	309
published-S0006899318305754	infarct volume	volume	NN	CC	314	315	315
published-S0006899318305754	functional recovery	recovery	JJ	IN	318	319	319
published-S0006899318305754	MCAO (Rowe et al., 2014)	MCAO	IN	-LRB-	321	329	321
published-S0006899318305754	Rowe et al	al	NNP	NNP	323	325	325
published-S0006899318305754	., 2014	.	NNP	CD	326	328	326
published-S0006899318305754	This drug regimen	regimen	NN	VBZ	331	333	333
published-S0006899318305754	an initial dose delivered intravenously starting at 6 h after MCAO followed by additional doses at 24 and 48 h with euthanization at 72 h.	dose	JJ	VBN	335	359	337
published-S0006899318305754	6 h	h	CD	IN	342	343	343
published-S0006899318305754	MCAO followed by additional doses at 24 and 48 h with euthanization at 72 h.	MCAO	IN	VBN	345	359	345
published-S0006899318305754	additional doses	doses	JJ	IN	348	349	349
published-S0006899318305754	24 and 48 h	h	CD	IN	351	354	354
published-S0006899318305754	euthanization at 72 h.	euthanization	IN	IN	356	359	356
published-S0006899318305754	72 h.	h.	CD	DT	358	359	359
published-S0006899318305754	This regimen	regimen	DT	VBD	360	361	361
published-S0006899318305754	the neuroinflammatory-induced neurodegeneration that occurs at 48 h in this model (Leonardo et al	neurodegeneration	VBN	WDT	371	387	375
published-S0006899318305754	that	that	NN	VBZ	376	376	376
published-S0006899318305754	48 h	h	CD	IN	379	380	380
published-S0006899318305754	this model	model	DT	-LRB-	382	383	383
published-S0006899318305754	Leonardo et al	al	NNP	NNP	385	387	387
published-S0006899318305754	LIF	LIF	.	VBZ	393	393	393
published-S0006899318305754	neurons and oligodendrocytes	neurons	VBZ	CC	395	397	395
published-S0006899318305754	oligodendrocytes	oligodendrocytes	CC	IN	397	397	397
published-S0006899318305754	an ischemic environment	environment	JJ	IN	399	401	401
published-S0006899318305754	the upregulation of antioxidant enzymes (Davis et al	upregulation	DT	IN	403	411	404
published-S0006899318305754	antioxidant enzymes (Davis et al	enzymes	NN	-LRB-	406	411	407
published-S0006899318305754	Davis et al	al	NNP	NNP	409	411	411
published-S0006899318305754	LIF	LIF	.	VBZ	424	424	424
published-S0006899318305754	an anti-inflammatory cytokine that promotes the development of an anti-inflammatory phenotype in macrophages and T helper cells (Duluc et al., 2007	cytokine	JJ	WDT	427	454	431
published-S0006899318305754	that	that	NN	VBZ	432	432	432
published-S0006899318305754	the development of an anti-inflammatory phenotype in macrophages and T helper cells (Duluc et al., 2007	development	DT	IN	434	454	435
published-S0006899318305754	an anti-inflammatory phenotype	phenotype	JJ	IN	437	441	441
published-S0006899318305754	macrophages and T helper cells	macrophages	IN	CC	443	447	443
published-S0006899318305754	T helper cells	cells	NN	-LRB-	445	447	447
published-S0006899318305754	Duluc et al	Duluc	-LRB-	NNP	449	451	449
published-S0006899318305754	., 2007	.	NNP	CD	452	454	452
published-S0006899318305754	., 2009	.	NNP	CD	459	461	459
published-S0006899318305754	Janssens et al., 2015; Metcalfe et al., 2015)	al	NNP	NNP	463	476	465
published-S0006899318305754	Metcalfe et al., 2015)	al	NNP	NNP	470	476	472
published-S0006899318305754	., 2015)	.	NNP	CD	473	476	473
published-S0006899318305754	These combined actions	actions	VBN	VBP	478	480	480
published-S0006899318305754	improved histological and functional outcomes	outcomes	JJ	IN	483	487	487
published-S0006899318305754	this severe stroke model	model	NN	.	489	492	492
published-S0006899318305754	Neuroprotective signaling	signaling	JJ	VBZ	494	495	495
published-S0006899318305754	LIF	LIF	IN	VBG	498	498	498
published-S0006899318305754	the LIF receptor (LIFR)	receptor	NNP	-LRB-	501	506	503
published-S0006899318305754	LIFR	LIFR	-LRB-	-RRB-	505	505	505
published-S0006899318305754	the type 1 cytokine receptor family	family	NN	-LRB-	513	518	518
published-S0006899318305754	Gadina et al	al	NNP	NNP	520	522	522
published-S0006899318305754	., 2001	.	NNP	CD	523	525	523
published-S0006899318305754	downstream signaling	signaling	JJ	NNS	530	531	531
published-S0006899318305754	LIFR	LIFR	,	MD	533	533	533
published-S0006899318305754	the plasma membrane	membrane	NN	CC	538	540	540
published-S0006899318305754	other IL-6	IL-6	JJ	JJ	543	544	544
published-S0006899318305754	cytokine receptor components	components	NN	.	545	547	547
published-S0006899318305754	LIF	LIF	IN	DT	550	550	550
published-S0006899318305754	this receptor	receptor	DT	VBZ	552	553	553
published-S0006899318305754	signals of two other cellular protective proteins, cardiotropin-1 and ciliary neurotrophic factor	signals	VBZ	IN	555	567	555
published-S0006899318305754	two other cellular protective proteins, cardiotropin-1 and ciliary neurotrophic factor	proteins	JJ	-RRB-	557	567	561
published-S0006899318305754	ciliary neurotrophic factor	factor	JJ	.	565	567	567
published-S0006899318305754	This receptor	receptor	DT	VBZ	569	570	570
published-S0006899318305754	it	it	IN	VBZ	575	575	575
published-S0006899318305754	the nuclei of neuronal cells	nuclei	DT	IN	578	582	579
published-S0006899318305754	neuronal cells	cells	JJ	IN	581	582	582
published-S0006899318305754	an injury	injury	DT	VBZ	584	585	585
published-S0006899318305754	., 2017	.	NNP	CD	591	593	591
published-S0006899318305754	., 2002	.	NNP	CD	598	600	598
published-S0006899318305754	Zhao et al., 2014)	al	NNP	NNP	602	608	604
published-S0006899318305754	., 2014)	.	NNP	CD	605	608	605
published-S0006899318305754	LIFR	LIFR	IN	VBZ	611	611	611
published-S0006899318305754	a crucial role in transducing signals for these protective factors	role	JJ	IN	613	622	615
published-S0006899318305754	signals for these protective factors	signals	VBG	IN	618	622	618
published-S0006899318305754	these protective factors	factors	JJ	DT	620	622	622
published-S0006899318305754	the molecular and cellular roles of this receptor	roles	JJ	IN	624	631	628
published-S0006899318305754	this receptor	receptor	DT	VBP	630	631	631
published-S0006899318305754	pre-clinical studies aimed at promoting post-stroke recovery	studies	JJ	VBN	640	650	643
published-S0006899318305754	post-stroke recovery	recovery	JJ	VBP	647	650	650
published-S0006899318305754	primarily young male rodents	rodents	JJ	.	654	657	657
published-S0006899318305754	results from these studies	results	,	IN	661	664	661
published-S0006899318305754	these studies	studies	DT	VBP	663	664	664
published-S0006899318305754	success in clinical trials	success	IN	IN	669	672	669
published-S0006899318305754	clinical trials	trials	JJ	.	671	672	672
published-S0006899318305754	We	We	.	VBP	674	674	674
published-S0006899318305754	favorable results with the administration of LIF	results	JJ	IN	677	683	678
published-S0006899318305754	the administration of LIF	administration	DT	IN	680	683	681
published-S0006899318305754	LIF	LIF	IN	IN	683	683	683
published-S0006899318305754	a neuroprotective agent in young male rats (Davis et al., 2017	agent	JJ	IN	685	698	687
published-S0006899318305754	young male rats (Davis et al	rats	JJ	-LRB-	689	695	691
published-S0006899318305754	Davis et al	al	NNP	NNP	693	695	695
published-S0006899318305754	., 2017	.	NNP	CD	696	698	696
published-S0006899318305754	this study	study	DT	PRP	716	717	717
published-S0006899318305754	we	we	,	VBD	719	719	719
published-S0006899318305754	the same drug regimen and experimental design	regimen	NN	CC	721	727	724
published-S0006899318305754	experimental design	design	JJ	VBG	726	727	727
published-S0006899318305754	18 mo	mo	CD	-RRB-	731	732	732
published-S0006899318305754	both sexes	sexes	DT	.	736	737	737
published-S0006899318305754	Our study	study	PRP$	VBZ	739	740	740
published-S0006899318305754	LIF treatment	treatment	NNP	VBZ	743	744	744
published-S0006899318305754	neuroprotection	neuroprotection	VBG	IN	750	750	750
published-S0006899318305754	MCAO in aged rats of both sexes, which coincides with significantly lower LIFR expression in the brain compared to young rats	MCAO	IN	IN	752	773	752
published-S0006899318305754	aged rats of both sexes, which coincides with significantly lower LIFR expression in the brain compared to young rats	rats	JJ	IN	754	773	755
published-S0006899318305754	both sexes, which coincides with significantly lower LIFR expression in the brain compared to young rats	sexes	DT	WDT	757	773	758
published-S0006899318305754	which	which	,	VBZ	760	760	760
published-S0006899318305754	significantly lower LIFR expression in the brain	expression	NNP	IN	763	769	766
published-S0006899318305754	the brain	brain	DT	VBN	768	769	769
published-S0006899318305754	young rats	rats	JJ	.	772	773	773
published-S0009279717306439	It	It		VBZ	0	0	0
published-S0009279717306439	common knowledge	knowledge	JJ	IN	2	3	3
published-S0009279717306439	any compound	compound	DT	VBZ	5	6	6
published-S0009279717306439	its exposure	exposure	PRP$	VBZ	10	11	11
published-S0009279717306439	a certain threshold	threshold	JJ	.	13	15	15
published-S0009279717306439	it	it	RB	VBZ	18	18	18
published-S0009279717306439	that exposure below this threshold	exposure	DT	IN	22	26	23
published-S0009279717306439	this threshold	threshold	DT	VBZ	25	26	26
published-S0009279717306439	an adaptive response	response	JJ	RB	28	30	30
published-S0009279717306439	hormesis	hormesis	IN	.	36	36	36
published-S0009279717306439	The nature of the adaptive response	nature	DT	IN	38	43	39
published-S0009279717306439	the adaptive response	response	JJ	VBZ	41	43	43
published-S0009279717306439	time	time	IN	.	46	46	46
published-S0009279717306439	example	example	IN	NN	49	49	49
published-S0009279717306439	adaptation by activation of protective enzymes	adaptation	,	IN	51	56	51
published-S0009279717306439	activation of protective enzymes	activation	IN	IN	53	56	53
published-S0009279717306439	protective enzymes	enzymes	JJ	VBZ	55	56	56
published-S0009279717306439	direct protection and is critical for survival of an acute exposure, while evolutionary adaptation provides long term protection and occurs when there is a long-lasting change in exposure, e.g. the introduction of oxygen in Earth's atmosphere [1]	protection	JJ	CC	58	101	59
published-S0009279717306439	survival of an acute exposure	survival	IN	IN	64	68	64
published-S0009279717306439	an acute exposure	exposure	JJ	IN	66	68	68
published-S0009279717306439	evolutionary adaptation	adaptation	JJ	VBZ	71	72	72
published-S0009279717306439	long term protection	protection	NN	CC	74	76	76
published-S0009279717306439	a long-lasting change in exposure	change	VBG	IN	82	88	86
published-S0009279717306439	exposure	exposure	IN	RB	88	88	88
published-S0009279717306439	e.g. the introduction of oxygen in Earth's atmosphere [1]	introduction	DT	IN	90	101	92
published-S0009279717306439	oxygen	oxygen	IN	IN	94	94	94
published-S0009279717306439	Earth's atmosphere	atmosphere	POS	XX	96	98	98
published-S0009279717306439	An elegant example of direct adaptation	example	JJ	IN	103	108	105
published-S0009279717306439	direct adaptation	adaptation	JJ	VBZ	107	108	108
published-S0009279717306439	the increase of glutathione S-transferase activity by acrolein	increase	DT	IN	110	119	111
published-S0009279717306439	glutathione S-transferase activity	activity	NN	IN	113	117	117
published-S0009279717306439	acrolein	acrolein	IN	XX	119	119	119
published-S0009279717306439	Acrolein (propenal)	Acrolein	.	-LRB-	124	127	124
published-S0009279717306439	propenal	propenal	-LRB-	-RRB-	126	126	126
published-S0009279717306439	the smallest α,β-unsaturated aldehyde	aldehyde	JJ	.	129	136	136
published-S0009279717306439	It	It	.	VBZ	138	138	138
published-S0009279717306439	e.g. cigarette smoke and diesel exhaust	smoke	NN	CC	142	147	144
published-S0009279717306439	diesel exhaust	exhaust	NN	XX	146	147	147
published-S0009279717306439	addition	addition	IN	PRP	153	153	153
published-S0009279717306439	it	it	,	VBZ	155	155	155
published-S0009279717306439	lipid peroxidation	peroxidation	JJ	XX	161	162	162
published-S0009279717306439	its soft electrophilic character	character	JJ	NNP	169	172	172
published-S0009279717306439	acrolein	acrolein	,	RB	174	174	174
published-S0009279717306439	soft nucleophilic thiols present in cysteine residues of proteins	thiols	JJ	JJ	177	185	179
published-S0009279717306439	cysteine residues of proteins	residues	NN	IN	182	185	183
published-S0009279717306439	proteins	proteins	IN	XX	185	185	185
published-S0009279717306439	the toxicity of acrolein	toxicity	DT	IN	194	197	195
published-S0009279717306439	acrolein	acrolein	IN	.	197	197	197
published-S0009279717306439	the protection against acrolein and other electrophiles, glutathione (GSH	protection	DT	IN	200	210	201
published-S0009279717306439	acrolein and other electrophiles, glutathione (GSH	acrolein	IN	CC	203	210	203
published-S0009279717306439	other electrophiles, glutathione (GSH	electrophiles	JJ	NN	205	210	206
